barcode,chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr12,chr13,chr14,chr15,chr16,chr17,chr18,chr19,chr20,chr21,chr22
cell_0406,0.8929083,0.91762644,0.9197961,0.87962484,0.8283705,0.98492277,1.797046,3.889189,0.85585934,0.34251556,0.977331,0.83151764,0.844637,0.8456164,0.8664286,0.85292774,0.7974716,0.9797367,0.93710697,0.78299767,0.7263673,0.9662286
cell_0407,0.861711,0.8827225,0.8928011,0.8769908,0.91885746,0.86401063,1.8422585,4.2900395,0.7533829,0.3375936,0.9954317,0.8670003,0.82220465,0.9073127,0.92118865,0.89704776,0.730638,0.8022748,0.92882335,0.8582256,0.8092032,0.8875818
cell_0408,0.92989635,0.81319827,0.82582563,0.8091,1.0508105,0.88918746,1.7613183,3.5295517,0.9072825,0.36028662,0.82481986,0.8445954,0.7630906,0.98067886,0.9304587,0.8852252,0.8945163,0.81272674,0.9224708,0.8887461,1.0957589,1.0782865
cell_0409,0.9606334,0.93424153,0.9360496,0.89943,0.801924,0.90591043,1.8458343,2.7316973,0.9350653,0.34195015,1.0002011,0.91814005,0.9643771,1.0584844,0.9189119,0.9575362,0.89199144,0.84881866,0.8580836,0.96215117,0.9237796,0.7377166
cell_0410,0.91360295,0.9371214,0.9757659,0.89870095,1.0212632,0.8955165,1.8435311,3.6701858,0.82915527,0.33867493,0.83667064,0.84808487,0.905677,0.8833657,0.84091395,0.9601108,0.8885554,0.97742176,0.7798226,0.9992748,0.7310392,0.9883998
cell_0411,0.9218768,0.9002276,0.91287637,0.86868364,0.9032155,0.9283507,1.7838953,3.844103,0.8622474,0.33180782,0.8840573,0.9783171,0.80875486,0.8176901,0.88607484,0.8754438,0.85270244,0.9424026,0.824928,0.9276817,0.9701502,1.0230666
cell_0412,0.9385184,0.91795665,0.8825376,0.8191675,0.891887,1.0037165,1.7386571,3.7577438,0.7692454,0.3222085,0.82530266,0.99423957,1.0081435,0.8325278,0.9566487,0.8761322,0.8706556,0.77462435,0.9389801,0.9321326,1.1372744,0.9817851
cell_0413,0.9233306,0.91690016,0.8765115,0.94031,0.98748475,0.99171245,1.9719045,2.4749227,0.89987266,0.34974018,0.91633886,0.99628943,0.8784439,0.90323615,1.0239445,0.90513295,0.8030754,1.0446603,0.90925115,0.97812396,0.9140659,1.0723642
cell_0414,0.915783,0.9182587,0.8431316,0.9262565,0.90129304,0.9076391,1.5160838,3.5363483,0.93102455,0.33962741,0.880264,0.93257797,0.8611262,0.9442129,0.9284104,0.7695797,0.7872051,0.88090235,1.0628307,0.80467474,0.9262047,1.0197599
cell_0415,0.9529424,0.87636673,0.9245354,0.82953084,1.0195467,0.8927465,1.8146245,2.932067,1.0125041,0.3338904,0.93104196,0.8657137,0.8834814,0.9645264,0.91529673,0.907844,0.8639786,0.8379337,0.837166,0.9009752,0.70058244,0.9544839
cell_0416,0.801873,0.8418804,0.9738437,0.89921916,0.9341451,0.9554069,1.9116416,3.7559588,0.82237864,0.32267293,0.912614,0.8423123,1.031551,0.791185,0.7982046,0.90864176,0.8063511,0.78887624,0.87053347,0.831186,0.81268525,0.9254016
cell_0417,0.88779366,0.9238559,0.8639552,0.9745805,0.86143523,0.92136693,1.893199,2.8209646,1.00159,0.36892113,0.91428965,0.7896779,0.88446635,0.8696344,0.8233573,0.9235597,1.060011,0.91213477,0.9015253,0.9235389,0.9837758,0.9353937
cell_0418,0.9169116,0.9455064,0.9197035,0.84391975,0.8641985,0.87380105,1.8454583,3.6430511,0.9585652,0.34225085,0.8197589,0.8775619,0.8127653,0.94816786,0.8572779,0.9164894,0.84831244,0.7819429,0.803289,0.7201033,0.8908145,0.8877875
cell_0419,0.9109645,0.9120966,0.9239236,0.85004026,0.8544337,0.9413188,1.6196511,3.784582,0.862634,0.3627419,0.9269124,0.9401344,0.8920678,0.8970418,0.75514406,0.85373574,0.9632237,0.97365606,0.950571,1.0200226,0.94157827,1.1033126
cell_0420,0.9547684,0.95407414,0.93867385,1.0165963,0.8550323,0.99369234,1.6678385,3.2907789,0.8485163,0.34794,0.906237,0.98748887,0.858076,0.912503,0.9604037,0.94492,0.78296393,0.9233045,0.9450151,0.95333886,0.90008235,1.0412744
cell_0421,0.9786459,0.90254784,0.88804215,0.8385845,1.0341877,0.8329049,1.697405,3.290061,0.8779377,0.3154276,0.89753366,0.95086414,0.90776193,0.86993635,0.80744135,0.90541345,0.8207841,1.0334468,0.8491867,0.93337023,1.0981417,0.9742564
cell_0422,1.0106379,0.839153,0.89835864,0.91148263,0.8644752,0.96720725,1.8061831,4.520924,0.8493471,0.37260365,0.79910696,0.8987207,0.8991951,0.96107274,0.80266494,0.90517473,0.7591218,0.94882417,0.92752135,0.7960084,1.0859939,0.790311
cell_0423,0.8905625,0.866417,0.873059,0.9171244,0.83128566,0.9776608,1.7142606,3.5122614,1.0378672,0.34633917,0.8648729,0.8292226,0.8879789,1.0330731,0.8009817,0.891461,1.011219,0.9235338,1.0301701,0.895642,0.6854065,0.8702553
cell_0424,0.8824977,0.7924181,0.86825925,0.9194933,1.061301,0.85771406,1.8470342,3.5793912,0.9258158,0.33832937,0.8494908,0.8980945,0.89768666,1.0403444,0.9634213,0.8787984,0.98963535,0.97498477,0.87227964,0.72453415,1.2669381,0.8435164
cell_0425,0.9575338,0.8719277,0.8793106,0.90827197,0.9209618,1.0037192,1.6112566,3.6090684,0.91399807,0.35060766,0.91817707,0.9777946,0.9413644,0.82412106,0.9153603,0.9446281,0.99863833,0.9461676,1.0372119,0.90837246,0.9056327,1.013001
cell_0426,0.91859704,0.919703,0.9122195,0.92145663,0.9135954,0.8840151,1.9053133,3.953534,0.8699892,0.34181574,0.942353,0.943586,0.92277896,0.8802259,0.7872678,0.9028421,0.94225526,0.7883561,0.83976924,0.8454528,0.8045898,0.8391717
cell_0427,0.9072734,0.9547516,0.9033404,0.8287669,0.90496105,0.8804285,1.946597,4.0300117,0.91626835,0.31493795,0.8517018,0.883945,0.8401696,0.8141499,0.9732104,0.8404458,0.91169614,0.9438174,0.88966143,0.8025306,0.88406265,0.779435
cell_0428,0.8728241,0.9155922,0.93950725,0.9478111,0.8500589,0.99889165,1.8761181,2.8910432,0.81404275,0.30940884,1.0091407,0.79547584,0.95478773,0.79794127,0.9838221,1.0388827,0.9425279,0.7523869,0.86247426,0.96162516,0.98438436,0.8566337
cell_0429,0.8631898,0.89684236,0.9063291,0.9283476,1.0058854,0.90601176,1.8996876,3.3690963,0.9561476,0.32693693,0.97336215,0.9473386,0.96174634,0.788772,0.8152741,0.8935513,0.87228656,0.7997935,0.94128954,0.8845029,0.91241664,0.8077507
cell_0430,0.9465801,0.8705452,0.84739196,0.9627416,0.79372746,0.96484643,1.9227103,3.8009453,0.8677898,0.3320768,0.8675695,0.9052586,0.89012486,0.8772367,0.77099353,0.9195709,0.97119653,0.8613617,0.94852364,0.9801672,1.0115774,0.9005194
cell_0431,0.9084507,1.022643,0.89806175,0.8621065,0.9178429,0.98014003,1.6944375,3.823095,0.85276645,0.33445185,0.8743653,0.7901727,0.96376073,0.9754355,0.9342715,0.88167095,0.9840972,0.99867314,0.8362338,0.7562559,0.94314194,0.8882729
cell_0432,0.8237957,0.98758405,0.8413451,0.90599823,0.89964384,0.79044026,1.9187926,3.4666054,0.88096553,0.3624235,0.90008444,0.935868,0.8405238,0.7966647,0.85575813,1.0548913,0.9147631,1.0056051,0.89900774,0.90297794,0.737092,0.91388446
cell_0433,0.89407986,0.8845358,0.88508826,0.89582264,0.91348726,0.86652,1.8588034,3.3346672,0.9002043,0.3534418,0.8064667,0.9154194,1.0156521,0.9647077,0.78524286,0.9208663,0.8808823,0.9605602,0.9241754,0.8510375,0.919218,1.028793
cell_0434,0.8981301,0.86138666,0.89630675,0.94502336,0.9049211,0.8836253,1.752267,3.9785619,0.9353534,0.34162208,0.9317482,0.8591776,1.0149072,0.8798031,0.9918557,0.9912369,0.90950173,0.8435097,0.8754415,0.9447131,0.78426576,0.849124
cell_0435,0.89794225,0.89909774,0.90627825,0.9819592,0.92058635,0.95964694,1.881757,3.3575587,0.8827608,0.34916478,0.83793956,0.91931283,0.7259168,0.87221956,0.923533,0.79150933,0.9847207,0.80304897,0.890688,0.86411816,1.0218332,0.78845286
cell_0436,0.8478761,0.85220224,0.7957776,0.907986,0.8193711,0.9621157,1.8788543,3.7992115,0.85752887,0.35157207,0.89388174,1.0062361,0.8838676,0.91578454,0.8406267,0.9373924,0.88672495,0.87241083,0.8715927,0.9367464,0.765937,0.9082251
cell_0437,0.92550606,0.82487553,0.97981286,0.8302997,0.9753202,0.84428614,1.9095865,2.7182958,0.90011674,0.334111,0.8718534,0.96236086,0.9365554,0.81433946,0.87926984,0.9809683,0.9436344,0.8842793,0.87253267,0.7781354,0.7307627,0.98478967
cell_0438,0.87753206,0.9692272,1.0052959,0.94739866,0.95089257,0.952413,1.8489326,3.2084928,0.8915374,0.33036554,0.90964586,0.9137235,1.0190616,0.8255831,0.85687745,0.908223,0.9464872,0.77174455,0.8880062,0.76718867,0.984209,0.82767326
cell_0439,0.8233814,0.8714019,0.82478356,0.8552677,0.9231337,1.0169325,1.833874,2.7117095,0.9413158,0.35457718,0.900575,0.91936225,0.91786915,0.9489717,0.8499095,0.9019422,0.94755054,0.84625447,0.94760597,0.9420787,1.1494424,1.0353231
cell_0440,0.9308807,0.98634803,0.9645907,0.99479973,1.0790468,0.8676693,1.7233022,3.6107798,0.85443395,0.3437498,0.83553475,0.76200974,0.7729654,0.88910776,0.8738653,0.9677381,0.86594814,0.8878131,0.8810281,0.9682539,0.85236484,0.9555387
cell_0441,0.9097453,0.96611035,0.9117827,0.9784164,0.95246106,0.99376976,1.6418575,2.7681386,0.959274,0.37037265,0.8583671,0.96973044,0.8144115,0.8932619,0.8856747,0.73242015,0.88763756,0.89155924,0.8833868,0.9100935,0.9401934,1.1010076
cell_0442,0.90149003,0.90985423,0.9189441,0.84038484,0.8498039,0.9077061,1.9624289,3.7500212,0.8776891,0.32681078,0.8588872,0.925429,0.8249945,0.9996325,0.9581875,0.8875171,0.94442546,0.7821232,0.95369476,0.9409306,0.83040816,1.0897946
cell_0443,0.93786764,0.814221,0.9761368,0.7835985,0.9099682,0.90132177,1.9017776,3.6029475,0.80474424,0.3358288,0.8769981,0.78434944,0.90886426,0.93243295,0.83957326,0.85590106,0.77089304,1.0390081,0.91625774,0.79791206,0.8823773,1.0114136
cell_0444,0.88433164,0.87668175,0.9143179,0.9580084,0.8551665,0.87357026,1.7613928,3.9682896,0.9290268,0.3364531,0.7858146,0.8993799,1.0266094,1.0433842,0.8977643,0.98472476,0.9068719,0.9882863,0.871153,1.1617142,0.7425755,0.98869115
cell_0445,0.9209593,0.95379514,0.8487627,0.9153541,0.89135015,0.7774409,1.8254062,3.2160742,0.95387167,0.33813396,0.9505224,0.8921692,0.9377214,0.83320385,0.7727797,0.96089906,0.9482706,0.98213655,0.9673355,0.949992,0.8021874,0.92683434
cell_0446,0.85311764,0.9389521,0.89148223,0.95512474,0.80609894,0.8794449,1.8477468,3.065357,0.89768535,0.33364344,0.86839265,0.97295,0.94696575,0.94426507,0.9248526,0.8736666,0.818877,0.93693876,0.933994,0.8926315,0.84066427,0.8870292
cell_0447,0.96079195,0.87904555,0.90089303,0.9019522,0.8206263,0.88696146,1.9077463,3.6716452,0.8493609,0.33720735,0.90443856,0.9094748,0.89669406,0.90325564,0.91852885,0.8928429,0.8649488,0.8316779,0.86343586,0.9556296,1.0538964,0.95543253
cell_0448,0.86973166,0.86400694,0.8677577,0.9576191,0.88129187,0.92933685,1.9611,2.482997,0.89468986,0.34340382,0.910188,0.8437151,0.9044143,0.8439257,0.8969274,0.97900474,0.81623393,0.8214471,0.9775383,0.87061536,0.7835654,0.9551008
cell_0449,0.96055436,0.9267238,0.8740135,0.9530597,0.90198755,0.83958185,1.7511433,2.8519661,0.8714265,0.33830714,0.9574788,0.8433422,0.8889529,0.9951523,0.8898423,0.95505893,0.97061455,0.86031413,0.9010103,0.8165947,1.0165466,1.0886891
cell_0450,1.0185567,0.9040115,0.8904255,0.88748413,1.0133094,0.8103182,1.7181604,4.2869525,0.80328965,0.33285043,0.894447,0.8659299,0.9128433,0.777067,0.87119144,0.8241413,0.8515285,0.86347103,0.8031272,0.9908858,0.8742887,0.9428483
cell_0451,0.92547697,0.81827354,0.94188684,0.82771474,0.809103,0.9117395,1.8219783,4.258742,0.9316652,0.34281957,0.8715456,0.97372854,0.9364887,0.9458609,0.9951255,0.9028762,0.8628333,0.8477004,0.9022706,1.0552665,0.84102285,0.7951721
cell_0452,0.874489,0.7987147,0.8459084,0.9406215,0.9779407,0.90657043,1.8530422,4.510975,0.91379976,0.37562466,0.81549746,0.88952446,0.76383907,0.91218966,0.8474585,0.9623534,0.96031237,1.0237437,0.77008915,0.8946564,0.9689808,0.8306637
cell_0453,0.81156474,1.0056832,0.8725035,1.0003847,0.8847172,0.9064283,1.7362309,4.5170717,0.84276193,0.352956,0.8488769,0.8844485,0.8874313,0.92172986,0.9145244,0.8047924,1.0397828,0.8562419,0.91141546,0.89549667,0.8571889,0.81847095
cell_0454,0.8964144,0.9334635,0.91534024,0.9594099,1.0027025,0.85377437,1.8210915,1.9902434,0.9702542,0.34877843,0.8436067,0.9074459,0.93999,0.8892462,0.85322696,0.8930659,0.86233807,0.7845722,1.0235848,1.0881293,1.0323335,0.9074631
cell_0455,0.91390216,0.9305082,0.9058527,0.8122971,0.8997753,0.9376769,1.6922426,3.2017014,0.9379195,0.32885003,0.8896919,0.97691274,0.7984428,0.9259578,0.8036401,0.8779105,0.91508096,0.88397133,0.85484356,0.9426319,0.86990315,1.0471393
cell_0456,0.87762713,0.9122375,0.9806734,1.0140482,0.7845961,0.9028253,1.6241442,3.2451143,0.95992595,0.32604444,0.8765273,0.9036196,0.87918526,0.9347145,0.9654177,0.8844221,0.76817137,0.9618499,0.8533486,1.009399,0.8841229,0.95230955
cell_0457,0.94430304,0.90398294,0.96023494,0.91836375,0.8959361,0.90262455,1.844359,3.3035614,0.8457872,0.3553272,0.90689147,0.7873407,0.90294063,0.8888823,0.82803285,0.8005791,0.98165774,0.8903415,0.86045444,0.9916843,0.90049756,0.98563474
cell_0458,0.9010132,0.85822874,0.7662991,0.842118,0.8705875,0.8903795,1.8098836,3.5321894,0.9398417,0.3343622,0.8938508,0.9323501,0.8927222,0.9401178,0.8911759,0.9474563,0.8664841,0.9302512,0.8928699,0.8639082,0.8468964,0.90202534
cell_0459,0.9405797,0.95780885,0.8522696,0.8558019,1.0233457,0.90990484,1.8768587,3.6889505,0.8640068,0.3361612,0.9356787,0.90478665,0.955122,0.75222915,0.9500851,0.91367763,0.9287018,1.0161198,0.82373446,0.67291665,0.75296026,0.89149106
cell_0460,0.865902,0.9580603,0.91263276,0.8440484,0.84787107,0.87874824,1.8484186,4.4400935,0.8262867,0.3530552,0.89752555,0.88136464,0.867977,1.0350859,0.78454626,0.9699507,0.88029915,0.974775,0.86128783,0.87845063,0.79293406,0.84099436
cell_0461,0.87760156,0.8603084,0.9143299,0.87520194,1.0403769,0.9580235,1.8019501,3.3930824,0.86860853,0.32254052,0.95996153,0.84659916,0.86671466,0.9114927,0.8837057,0.78544676,1.0362903,0.979043,0.8511237,0.9980035,1.0485132,0.94568354
cell_0462,0.85543466,0.97976166,0.92333096,0.9046618,0.92959625,0.9289551,1.7933695,2.7378345,1.0018278,0.29177257,0.8401343,0.9908464,0.7844411,0.8874463,0.99150896,0.8597319,0.9062774,0.7321188,0.95900315,0.81926703,0.86035275,1.0319942
cell_0463,0.8776408,1.0256034,0.8300621,0.80233884,0.96102667,0.92107934,1.9625602,3.3299356,0.9091399,0.33428562,0.93045026,0.8125242,0.95317423,0.97204804,0.859639,0.9657442,0.9187374,0.9975995,0.8487587,0.9165655,1.0580182,0.9240765
cell_0464,0.7892052,0.97722363,0.8495137,0.9187378,0.9428674,0.8570856,1.6698109,3.7100966,0.85406244,0.32525828,0.90004236,0.93757784,0.72676605,0.83103126,0.8418757,0.9691579,1.0868843,0.93927485,0.9061136,0.84113574,0.9484157,1.1182424
cell_0465,0.851577,0.9289855,0.89524686,0.9696605,0.89113677,0.8640417,1.7789303,4.512929,0.97145903,0.33748642,0.9226228,0.7984408,0.98853827,0.8609258,0.88006026,0.77766347,0.78318566,0.9135511,0.8901185,0.97737575,0.80514246,1.0609733
cell_0466,0.866082,0.8451674,0.8987588,0.9446557,0.8658839,0.86754453,1.840169,3.4151573,0.9062579,0.36591342,0.92391175,0.9085998,0.9776498,0.802197,1.0532959,0.9164401,0.9232664,0.90612364,0.8510391,0.823753,0.95984906,0.8281824
cell_0467,0.93021077,0.8559573,0.9064277,0.90827405,0.95062864,0.9324469,1.9055845,3.3450487,0.7720961,0.3583131,0.9277039,0.97464925,0.90981185,0.99878764,0.9594223,0.8261344,0.88027906,0.78774977,0.9534747,0.812125,0.99619776,0.89895463
cell_0468,0.89238447,0.88933694,0.9308676,0.83197606,0.8153968,0.9288626,1.8682112,3.2464716,0.8171161,0.32258505,0.9340199,0.975798,0.74169344,0.79754215,1.05133,0.8913101,1.0116372,0.89014244,0.93326205,0.8279164,0.9433999,1.0240849
cell_0469,0.9134425,0.8817709,0.96901584,0.78471184,1.0061135,0.99958265,2.0503016,3.2193305,0.86853045,0.33978823,0.8690658,0.8473164,0.84899753,0.93888384,0.9236778,0.7408347,0.87393165,0.8711167,0.8911039,0.949501,0.8825814,0.8376242
cell_0470,0.8709113,0.9133583,0.9782983,0.95142174,0.82012326,0.9457354,1.8724134,3.069516,0.835851,0.33478978,0.88395345,0.92266774,0.8623326,0.9946726,0.9049594,0.9446631,0.8857785,0.9892099,1.0569894,0.88041925,0.88441986,0.82121474
cell_0471,0.9510181,0.9201024,0.9014257,0.9034332,0.9175583,0.8622373,1.6717386,3.6850116,0.8877961,0.33421624,0.9669474,1.0047016,0.8100611,0.8261663,0.9273799,0.9560328,0.9998273,0.7755447,0.8685902,0.87198865,0.92720455,0.9352122
cell_0472,0.9341364,0.96602416,0.8969338,0.89764273,0.8469449,0.94664663,1.8748746,2.8650713,1.0008812,0.33472747,0.8872695,0.875783,0.97032875,0.9607249,0.9396755,1.0175722,0.8075951,1.0317086,0.7983542,1.0319229,1.0788095,0.845075
cell_0473,0.8852018,0.9910134,0.83477306,0.92157537,0.9100106,0.9489793,1.8080789,3.4296603,0.9147546,0.33991882,0.9208723,0.93109274,0.8418354,0.9551196,0.8141815,0.82657313,0.93938786,1.0446185,0.8996481,0.89171517,1.0016065,0.84281033
cell_0474,0.9457983,0.90324956,0.8842238,0.9060866,0.95270133,0.91814864,1.6935002,3.5811584,0.8136133,0.32930723,0.88380694,0.78999674,0.79561096,0.840038,1.0212233,0.9342092,0.99137574,0.85333693,0.79546994,0.9474452,0.9191808,0.83231777
cell_0475,0.8938427,0.8035052,0.92859477,0.86585915,0.9419225,0.89698786,1.7655871,4.184533,0.90801996,0.34433118,0.94997555,0.8610671,0.82715905,0.9818799,0.86025846,0.87902945,0.95556694,0.88599837,0.89920187,0.7835439,0.7586729,0.7382462
cell_0476,0.82596767,0.994976,0.89951414,0.76476145,0.8479686,0.9924684,1.7877864,3.6423023,0.7685575,0.38116798,0.83372164,0.91680485,0.80787474,0.8719861,0.9301153,0.9150835,0.93520516,0.7754526,0.940155,0.95035225,0.8050119,0.8567604
cell_0477,0.8364095,0.8618311,0.9236061,0.8458302,0.9293026,0.79005134,1.7683225,3.946122,0.85421944,0.3520639,0.89940566,0.89116323,0.9230174,0.99295443,1.0179292,0.92321837,0.9437294,0.9323213,0.8567728,0.89679986,0.8728224,0.8862703
cell_0478,0.87730235,0.9030437,0.9986948,0.98146886,0.9494675,0.8614912,1.796139,3.5264788,0.8902949,0.351584,0.8915321,0.8625111,0.7635886,0.8427971,0.788764,0.79944515,0.9121417,0.96820563,0.9130814,0.88541496,0.7802649,1.1006335
cell_0479,0.76903623,0.9381551,0.92011803,0.8275324,0.8283814,0.8117977,1.9826667,2.8118715,0.9455022,0.3441596,1.0069243,0.95472366,0.98526937,1.0119565,0.8345192,0.89364684,0.9410817,0.96136665,0.9005047,1.1080031,0.8128752,0.9139819
cell_0480,0.9686236,0.90766525,0.8129803,0.9498277,0.8809008,0.9273399,1.7277781,2.6473446,0.97897846,0.3354341,0.7947039,0.90960777,0.9924483,0.88364446,0.80145454,1.0515579,0.79624254,0.9032201,0.90997344,0.87280005,1.0179145,0.96509427
cell_0481,0.8861441,0.94128215,1.0324879,0.9625661,0.8729089,0.9079274,1.9896599,3.3662176,0.8129651,0.31717023,0.9301625,0.81962544,0.8166533,0.908609,0.8576107,0.90123206,0.9075324,0.80272543,0.84925514,0.84129184,0.69855744,0.8047819
cell_0482,0.90067846,0.98285687,0.93318516,0.86447597,0.84431905,0.96001923,1.9713045,3.2084181,0.88909274,0.35944897,0.84669054,0.8522817,0.8398085,0.80124736,0.83448803,0.98028535,0.824266,0.95014215,0.913834,0.9905254,0.84123874,0.985172
cell_0483,0.91626453,0.96929294,1.048533,0.85614765,0.9139444,0.90515476,1.8446366,3.8575644,0.8486715,0.32625136,0.81674814,0.8948691,0.9367029,0.8309311,0.84628356,0.9351988,0.8545959,0.9355338,0.9595155,0.88234997,0.7255102,0.8602117
cell_0484,0.84669477,0.95011365,0.81809056,1.0121375,0.9577897,1.0744582,1.9361801,3.2135544,0.8507978,0.3164171,0.92642367,0.834246,0.8991613,0.89319164,0.98835146,0.8815492,0.9595791,0.8811336,0.9444983,0.88697016,0.9871825,0.9844086
cell_0485,0.8233435,0.8716736,0.9114335,0.8025151,0.9655729,0.90128833,1.9496391,3.2724671,0.90522265,0.33610252,0.91972667,0.9155513,0.76969826,0.9280144,0.9067922,1.0044551,0.83545005,0.8486709,0.9718836,0.9935641,1.0711398,0.8964826
cell_0486,0.91044146,0.93832487,0.91302675,0.8546391,0.8519986,0.8772593,1.9631648,4.033253,0.8633876,0.35677704,0.89457196,0.9572322,0.89154196,0.9775803,0.76722723,0.75562644,0.97562927,0.76203287,0.86878705,1.0051116,0.84404093,0.8048988
cell_0487,0.9794096,0.8683594,0.87060237,0.87327194,0.9013092,0.9338597,1.8479648,4.646623,0.9501831,0.33685094,0.82976717,0.7974773,0.87000775,0.9249972,0.8260053,0.84613144,0.7998261,0.8543197,0.80790985,0.82788205,1.0708635,0.9469172
cell_0488,0.87066156,0.857441,0.87287647,0.9622172,0.9932715,1.1206412,1.7512063,3.147142,0.85766625,0.37396443,0.8961296,0.94674253,1.0483302,0.9947625,0.8565043,0.9174422,0.9043622,0.8286255,0.93277436,0.9493717,0.8838291,0.8699164
cell_0489,0.90519375,0.9330356,0.83055615,0.8823583,0.8825362,0.8707936,2.081368,3.1988616,0.85891926,0.31228134,0.83248407,0.8507732,0.91009873,0.9638886,0.88197356,0.9323534,0.8747753,0.8515992,0.8803082,0.87530327,1.0333728,0.77764225
cell_0490,0.91425204,0.95998144,0.9085669,1.0345472,1.018463,0.8775724,1.8286527,3.6430511,0.76075596,0.35048574,0.8626688,0.93492067,0.9893761,0.88764745,0.9808553,0.8697013,0.8640912,0.81490934,0.93473566,0.86487377,1.0007579,0.832601
cell_0491,0.9471715,0.88698786,0.88826907,1.0088713,1.012992,0.88044906,1.6840576,3.891053,0.90389514,0.32637173,0.8193765,0.9518248,0.9861749,0.88970584,0.98925513,0.8448217,0.82879215,0.86701494,0.9057859,0.70869684,0.80227077,0.9644809
cell_0492,0.9370264,0.93301886,0.8827155,0.7826279,0.9690716,0.9772752,1.716606,2.8051214,0.8488173,0.35223925,1.0087903,0.88515157,0.97755885,0.88217455,0.91891754,0.8886556,0.975172,0.89789593,0.95923805,0.82352626,0.8151059,0.7996218
cell_0493,0.86082447,0.9474852,0.75707954,0.8943856,0.89158475,0.9049866,1.8742477,3.744369,0.9182112,0.31876096,0.865258,0.8617531,0.98318624,0.87012315,0.85934687,0.85881287,1.046309,0.8523561,0.9411039,0.8259009,0.75783545,1.0808538
cell_0494,0.8632932,0.91950256,1.0115727,1.0156374,0.915704,0.80699223,1.8579808,4.366816,1.0148029,0.3244399,0.83054197,0.97786677,0.8520174,0.91159546,0.8952511,1.0525429,0.8704943,0.9199595,0.89550614,0.6164693,0.88873696,0.8748232
cell_0495,0.92892796,0.8672379,0.8644831,0.80105495,0.93340796,0.8958181,1.918302,3.3843255,0.922571,0.32424062,0.9700111,1.0070491,0.84507775,0.82273805,0.9169138,0.84247947,0.9420094,0.9445639,0.9749934,0.79921603,0.92771506,0.93762493
cell_0496,0.9221294,0.933075,0.8952572,0.96179384,0.90512776,0.86587644,1.8943323,2.576364,0.9388064,0.3479471,0.8505551,0.9132834,0.90426546,0.7952528,0.8717511,0.99079496,0.952955,1.0231378,0.9067201,0.8106719,0.7616404,0.86281073
cell_0497,0.97209316,0.87422854,0.9495605,0.81038404,0.90402913,0.88489,1.8328395,3.1151373,0.87494445,0.35878852,0.87536687,0.8209056,0.7644497,0.9846589,1.0120251,0.9970832,0.8737487,0.995525,0.92670375,0.8254016,0.93723965,0.95098805
cell_0498,0.85253733,0.95816404,0.9401161,0.8174906,0.90688056,0.75844383,1.8117473,3.1547601,0.8956221,0.31670076,0.8330672,0.84523016,0.80390227,0.9667707,0.9506974,0.9165908,0.9295578,1.0150385,0.95845795,0.92330724,0.70089746,0.9021783
cell_0499,0.89306,0.87995803,0.8957439,0.88397837,1.016123,0.95822084,1.5479598,3.2245846,0.9231303,0.32460508,0.9864224,0.984785,0.9521107,0.882921,0.98423463,0.8696687,0.95238334,0.91997766,0.9195199,0.8085801,0.85296285,0.7570496
